trades,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,losing_streak,avg_holding_bars,window,hypothesis,direction,barrier,horizon
357,0.6974789915966386,0.06663165266106442,23.787499999999998,1.241528112704658,-7.5625,6,2.560224089635854,2,S2_SHORT_CONTINUATION,short,0.50R,10
356,0.7106741573033708,0.07282303370786516,25.925,1.2631645730237282,-8.162500000000001,6,2.7668539325842696,2,S2_SHORT_CONTINUATION,short,0.50R,15
342,0.5906432748538012,0.04935672514619883,16.88,1.1505798394290814,-6.542500000000002,6,2.5497076023391814,2,S2_SHORT_CONTINUATION,short,0.67R,5
332,0.6114457831325302,0.045007530120481934,14.942500000000003,1.1282342844883075,-8.0425,6,3.2289156626506026,2,S2_SHORT_CONTINUATION,short,0.67R,10
331,0.622356495468278,0.04716767371601209,15.6125,1.1311974789915968,-8.6425,6,3.5589123867069485,2,S2_SHORT_CONTINUATION,short,0.67R,15
333,0.5675675675675675,0.05942192192192192,19.7875,1.1743200088096026,-7.3125,6,2.6966966966966965,2,S2_SHORT_CONTINUATION,short,0.75R,5
322,0.593167701863354,0.060714285714285714,19.55,1.1659064389519465,-7.5625,6,3.450310559006211,2,S2_SHORT_CONTINUATION,short,0.75R,10
321,0.6043613707165109,0.06518691588785047,20.925,1.1740486587648158,-8.475000000000001,7,3.822429906542056,2,S2_SHORT_CONTINUATION,short,0.75R,15
312,0.5192307692307693,0.08213141025641026,25.625,1.2206198880757642,-11.649999999999999,10,3.08974358974359,2,S2_SHORT_CONTINUATION,short,1.00R,5
299,0.5551839464882943,0.11747491638795987,35.125,1.2916753165870873,-11.787500000000001,7,3.959866220735786,2,S2_SHORT_CONTINUATION,short,1.00R,10
297,0.5589225589225589,0.1183922558922559,35.1625,1.2846877846371825,-13.887500000000003,8,4.437710437710438,2,S2_SHORT_CONTINUATION,short,1.00R,15
312,0.6602564102564102,0.04350961538461538,13.575,1.1556766055045873,-10.2125,5,2.1314102564102564,2,S2_SHORT_CONTINUATION_30,short,0.50R,5
306,0.6895424836601307,0.05898692810457517,18.05,1.2092753623188406,-9.7875,5,2.5751633986928106,2,S2_SHORT_CONTINUATION_30,short,0.50R,10
303,0.7029702970297029,0.06815181518151815,20.650000000000002,1.2429769083688778,-9.525,5,2.8184818481848186,2,S2_SHORT_CONTINUATION_30,short,0.50R,15
288,0.5833333333333334,0.027378472222222228,7.885000000000002,1.0784674710784925,-9.1575,7,2.4965277777777777,2,S2_SHORT_CONTINUATION_30,short,0.67R,5
281,0.608540925266904,0.04920818505338079,13.8275,1.1396893547165048,-10.432500000000001,7,3.110320284697509,2,S2_SHORT_CONTINUATION_30,short,0.67R,10
278,0.6223021582733813,0.06108812949640288,16.9825,1.1737784599641854,-10.02,7,3.402877697841727,2,S2_SHORT_CONTINUATION_30,short,0.67R,15
282,0.5567375886524822,0.017331560283687947,4.887500000000001,1.0459405475267303,-14.575,7,2.648936170212766,2,S2_SHORT_CONTINUATION_30,short,0.75R,5
276,0.572463768115942,0.03614130434782608,9.974999999999998,1.093409809200515,-11.4125,7,3.2753623188405796,2,S2_SHORT_CONTINUATION_30,short,0.75R,10
273,0.5897435897435898,0.05238095238095238,14.3,1.1365481021723562,-11.537500000000001,7,3.586080586080586,2,S2_SHORT_CONTINUATION_30,short,0.75R,15
268,0.5186567164179104,0.055783582089552225,14.949999999999996,1.136998854524628,-9.65,7,2.9029850746268657,2,S2_SHORT_CONTINUATION_30,short,1.00R,5
260,0.5192307692307693,0.06557692307692307,17.05,1.1502202643171806,-10.8125,7,3.6846153846153844,2,S2_SHORT_CONTINUATION_30,short,1.00R,10
256,0.5390625,0.07548828125,19.325,1.1732989575159738,-11.5,7,4.13671875,2,S2_SHORT_CONTINUATION_30,short,1.00R,15
375,0.5626666666666666,-0.024466666666666668,-9.175,0.9015689955746278,-16.849999999999998,10,3.8373333333333335,3,S1_LONG_CONTINUATION,long,0.50R,5
363,0.5730027548209367,-0.03360881542699724,-12.2,0.8861143523920653,-18.449999999999996,6,5.663911845730028,3,S1_LONG_CONTINUATION,long,0.50R,10
363,0.6088154269972452,-0.030681818181818178,-11.1375,0.9020125371164633,-18.112500000000004,6,6.870523415977962,3,S1_LONG_CONTINUATION,long,0.50R,15
359,0.5041782729805014,-0.038983286908078,-13.995000000000003,0.8581168419718667,-21.345000000000002,10,4.217270194986073,3,S1_LONG_CONTINUATION,long,0.67R,5
343,0.5043731778425656,-0.05945335276967929,-20.392499999999995,0.8272919754393394,-24.852499999999978,8,6.559766763848397,3,S1_LONG_CONTINUATION,long,0.67R,10
342,0.5321637426900585,-0.06197368421052632,-21.195,0.8348495178727964,-25.859999999999967,7,8.026315789473685,3,S1_LONG_CONTINUATION,long,0.67R,15
354,0.4971751412429379,-0.04608050847457628,-16.312500000000004,0.8362609786700125,-23.2125,10,4.330508474576271,3,S1_LONG_CONTINUATION,long,0.75R,5
336,0.4880952380952381,-0.06886160714285715,-23.137500000000003,0.8074682754316621,-25.437499999999993,8,6.839285714285714,3,S1_LONG_CONTINUATION,long,0.75R,10
335,0.5194029850746269,-0.06048507462686567,-20.2625,0.8444039162987138,-24.300000000000004,7,8.456716417910448,3,S1_LONG_CONTINUATION,long,0.75R,15
343,0.478134110787172,-0.05830903790087463,-20.0,0.7983108533972015,-27.587500000000006,10,4.565597667638484,3,S1_LONG_CONTINUATION,long,1.00R,5
318,0.46226415094339623,-0.08309748427672957,-26.425000000000004,0.7817468511253356,-31.062499999999993,8,7.522012578616352,3,S1_LONG_CONTINUATION,long,1.00R,10
315,0.4666666666666667,-0.06984126984126984,-22.0,0.8346020110891833,-32.525000000000006,11,9.644444444444444,3,S1_LONG_CONTINUATION,long,1.00R,15
341,0.5601173020527859,-0.008211143695014664,-2.8000000000000007,0.9665371974902897,-12.437500000000002,5,3.7448680351906156,3,S1_LONG_CONTINUATION_15,long,0.50R,5
325,0.6123076923076923,0.008576923076923077,2.7875,1.0304478427089023,-11.762500000000005,5,5.3538461538461535,3,S1_LONG_CONTINUATION_15,long,0.50R,10
324,0.6388888888888888,0.013734567901234566,4.449999999999999,1.0464630644740276,-12.387500000000001,5,6.2253086419753085,3,S1_LONG_CONTINUATION_15,long,0.50R,15
326,0.5276073619631901,-0.006073619631901836,-1.9799999999999986,0.9765159377316532,-13.157500000000006,5,4.125766871165644,3,S1_LONG_CONTINUATION_15,long,0.67R,5
305,0.5606557377049181,0.008040983606557379,2.4525000000000006,1.0256370050960408,-10.270000000000005,8,6.334426229508197,3,S1_LONG_CONTINUATION_15,long,0.67R,10
302,0.5827814569536424,0.014006622516556287,4.229999999999999,1.0409140369967356,-9.182500000000003,8,7.605960264900662,3,S1_LONG_CONTINUATION_15,long,0.67R,15
319,0.5141065830721003,-0.014733542319749222,-4.700000000000002,0.9443869250110928,-14.662500000000001,5,4.275862068965517,3,S1_LONG_CONTINUATION_15,long,0.75R,5
294,0.5374149659863946,-0.003401360544217687,-1.0,0.9897632757517595,-12.3625,8,6.704081632653061,3,S1_LONG_CONTINUATION_15,long,0.75R,10
288,0.5555555555555556,0.007595486111111111,2.1875,1.021214692690023,-12.912500000000001,8,8.180555555555555,3,S1_LONG_CONTINUATION_15,long,0.75R,15
308,0.4772727272727273,-0.02544642857142857,-7.8375,0.9071111111111111,-15.137500000000005,8,4.535714285714286,3,S1_LONG_CONTINUATION_15,long,1.00R,5
273,0.4945054945054945,0.005402930402930402,1.4749999999999996,1.0154672958448028,-12.349999999999998,8,7.443223443223443,3,S1_LONG_CONTINUATION_15,long,1.00R,10
264,0.5075757575757576,0.023058712121212143,6.087500000000006,1.06124245472837,-15.012499999999996,8,9.484848484848484,3,S1_LONG_CONTINUATION_15,long,1.00R,15
377,0.6127320954907162,0.03438328912466843,12.9625,1.1457279370432827,-7.862500000000001,10,3.4456233421750664,3,S2_LONG_CONTINUATION,long,0.50R,5
357,0.6862745098039216,0.054166666666666675,19.337500000000002,1.2019318626811122,-7.5875,4,4.669467787114846,3,S2_LONG_CONTINUATION,long,0.50R,10
355,0.6901408450704225,0.05299295774647887,18.8125,1.18571076011846,-7.9625,4,5.219718309859155,3,S2_LONG_CONTINUATION,long,0.50R,15
360,0.5666666666666667,0.030027777777777764,10.809999999999995,1.115460614152203,-11.032500000000004,10,3.827777777777778,3,S2_LONG_CONTINUATION,long,0.67R,5
333,0.6246246246246246,0.061524024024024036,20.487500000000004,1.2003667481662592,-10.395,6,5.591591591591592,3,S2_LONG_CONTINUATION,long,0.67R,10
328,0.6189024390243902,0.062484756097560976,20.495,1.1871262268888383,-12.504999999999999,6,6.466463414634147,3,S2_LONG_CONTINUATION,long,0.67R,15
349,0.5730659025787965,0.04720630372492836,16.474999999999998,1.1851903892089364,-11.449999999999998,10,4.008595988538682,3,S2_LONG_CONTINUATION,long,0.75R,5
320,0.59375,0.06531250000000001,20.900000000000002,1.2046762149589914,-14.475000000000001,6,5.94375,3,S2_LONG_CONTINUATION,long,0.75R,10
315,0.5968253968253968,0.062341269841269836,19.6375,1.1755307262569832,-12.6875,6,6.914285714285715,3,S2_LONG_CONTINUATION,long,0.75R,15
334,0.5389221556886228,0.04038173652694611,13.4875,1.1534850640113798,-9.412500000000001,10,4.335329341317365,3,S2_LONG_CONTINUATION,long,1.00R,5
293,0.5563139931740614,0.07687713310580206,22.525000000000002,1.2237675400471875,-8.424999999999997,5,6.805460750853243,3,S2_LONG_CONTINUATION,long,1.00R,10
282,0.5460992907801419,0.07952127659574468,22.425,1.2035629184159762,-10.3375,6,8.297872340425531,3,S2_LONG_CONTINUATION,long,1.00R,15
350,0.5657142857142857,-0.005785714285714286,-2.0250000000000004,0.9775840597758405,-11.237500000000002,5,3.6028571428571428,3,S2_LONG_CONTINUATION_30,long,0.50R,5
319,0.6489028213166145,0.0304858934169279,9.725,1.1079955580233203,-9.9375,5,4.77115987460815,3,S2_LONG_CONTINUATION_30,long,0.50R,10
314,0.6560509554140127,0.02746815286624204,8.625,1.0924189659791053,-10.55,4,5.248407643312102,3,S2_LONG_CONTINUATION_30,long,0.50R,15
323,0.5325077399380805,0.003072755417956661,0.9925000000000015,1.0115608619685497,-6.792500000000005,5,4.027863777089784,3,S2_LONG_CONTINUATION_30,long,0.67R,5
283,0.5830388692579506,0.021086572438162542,5.967499999999999,1.064409066378845,-8.797500000000001,5,5.833922261484099,3,S2_LONG_CONTINUATION_30,long,0.67R,10
272,0.5735294117647058,0.01779411764705883,4.840000000000002,1.0501164897747866,-9.505,5,6.716911764705882,3,S2_LONG_CONTINUATION_30,long,0.67R,15
317,0.5205047318611987,-0.0031940063091482657,-1.0125000000000002,0.9885770695247497,-9.274999999999999,5,4.10410094637224,3,S2_LONG_CONTINUATION_30,long,0.75R,5
271,0.5682656826568265,0.026153136531365327,7.087500000000004,1.0774272839000407,-10.2125,5,6.166051660516605,3,S2_LONG_CONTINUATION_30,long,0.75R,10
257,0.5486381322957199,0.03297665369649806,8.475000000000001,1.0906053721769342,-8.975,5,7.175097276264592,3,S2_LONG_CONTINUATION_30,long,0.75R,15
302,0.4966887417218543,-0.015852649006622525,-4.787500000000002,0.9457122608079377,-10.8125,5,4.3907284768211925,3,S2_LONG_CONTINUATION_30,long,1.00R,5
249,0.5180722891566265,0.02133534136546185,5.3125,1.0594904815229562,-13.4,5,6.93574297188755,3,S2_LONG_CONTINUATION_30,long,1.00R,10
231,0.4935064935064935,0.0316017316017316,7.300000000000001,1.0782527133860376,-12.337500000000002,5,8.506493506493506,3,S2_LONG_CONTINUATION_30,long,1.00R,15
439,0.55125284738041,-0.035250569476082,-15.475,0.8737893771026608,-25.524999999999995,7,3.3804100227790435,3,S1_SHORT_CONTINUATION,short,0.50R,5
419,0.5990453460620525,-0.0485381861575179,-20.3375,0.8553777777777778,-30.0875,6,4.684964200477327,3,S1_SHORT_CONTINUATION,short,0.50R,10
418,0.6052631578947368,-0.04853468899521531,-20.2875,0.858352242974341,-31.325000000000003,6,5.351674641148326,3,S1_SHORT_CONTINUATION,short,0.50R,15
424,0.5165094339622641,-0.030501179245283012,-12.932499999999997,0.8986977381768334,-29.10000000000001,8,3.7523584905660377,3,S1_SHORT_CONTINUATION,short,0.67R,5
391,0.5345268542199488,-0.04153452685421993,-16.239999999999995,0.8884328037784456,-32.565,8,5.514066496163683,3,S1_SHORT_CONTINUATION,short,0.67R,10
390,0.5384615384615384,-0.04455128205128204,-17.374999999999996,0.8855307584616653,-36.44000000000001,10,6.464102564102564,3,S1_SHORT_CONTINUATION,short,0.67R,15
417,0.4940047961630695,-0.04859112709832134,-20.2625,0.8457952815829528,-31.537499999999987,8,3.9280575539568345,3,S1_SHORT_CONTINUATION,short,0.75R,5
383,0.5039164490861618,-0.059530026109660565,-22.799999999999997,0.8485301444942703,-36.8375,8,5.9138381201044385,3,S1_SHORT_CONTINUATION,short,0.75R,10
382,0.5026178010471204,-0.061845549738219874,-23.624999999999993,0.8512162481303628,-39.45,10,7.049738219895288,3,S1_SHORT_CONTINUATION,short,0.75R,15
398,0.45979899497487436,-0.054208542713567835,-21.575,0.835100792968377,-32.312499999999986,8,4.2537688442211055,3,S1_SHORT_CONTINUATION,short,1.00R,5
358,0.44972067039106145,-0.07995810055865922,-28.625,0.815797940797941,-36.39999999999999,8,6.687150837988827,3,S1_SHORT_CONTINUATION,short,1.00R,10
356,0.43258426966292135,-0.103125,-36.7125,0.7803455238949968,-46.8375,10,8.154494382022472,3,S1_SHORT_CONTINUATION,short,1.00R,15
435,0.5655172413793104,0.0064080459770115014,2.787500000000003,1.0250787224471434,-14.575000000000003,8,3.2712643678160918,3,S1_SHORT_CONTINUATION_15,short,0.50R,5
419,0.6348448687350835,0.018287589498806676,7.662499999999998,1.0638807836598583,-16.912500000000005,6,4.498806682577565,3,S1_SHORT_CONTINUATION_15,short,0.50R,10
414,0.6570048309178744,0.0169987922705314,7.0375,1.0557205067300077,-18.85,6,5.113526570048309,3,S1_SHORT_CONTINUATION_15,short,0.50R,15
404,0.49257425742574257,-0.009678217821782175,-3.9099999999999984,0.9665561851812253,-19.722499999999997,7,3.754950495049505,3,S1_SHORT_CONTINUATION_15,short,0.67R,5
380,0.5605263157894737,-0.0058157894736842125,-2.210000000000001,0.983065134099617,-20.702500000000008,7,5.457894736842105,3,S1_SHORT_CONTINUATION_15,short,0.67R,10
373,0.5683646112600537,-0.005489276139410186,-2.0474999999999994,0.9851831750339212,-20.012500000000003,5,6.39142091152815,3,S1_SHORT_CONTINUATION_15,short,0.67R,15
394,0.4720812182741117,-0.018813451776649743,-7.412499999999999,0.9376117832719622,-19.424999999999997,7,3.9213197969543145,3,S1_SHORT_CONTINUATION_15,short,0.75R,5
366,0.5300546448087432,-0.010382513661202188,-3.8000000000000007,0.971000667747782,-21.1,7,5.896174863387978,3,S1_SHORT_CONTINUATION_15,short,0.75R,10
359,0.5459610027855153,-0.010132311977715875,-3.6374999999999993,0.9740918803418804,-19.6125,5,6.988857938718663,3,S1_SHORT_CONTINUATION_15,short,0.75R,15
377,0.4350132625994695,-0.03799734748010611,-14.325000000000003,0.8829776370877156,-27.6375,10,4.241379310344827,3,S1_SHORT_CONTINUATION_15,short,1.00R,5
341,0.4662756598240469,-0.0345307917888563,-11.774999999999999,0.9139647456388712,-26.4625,8,6.604105571847508,3,S1_SHORT_CONTINUATION_15,short,1.00R,10
327,0.4801223241590214,-0.02981651376146789,-9.75,0.9322387281730519,-26.775,8,8.033639143730888,3,S1_SHORT_CONTINUATION_15,short,1.00R,15
281,0.5907473309608541,-0.04590747330960854,-12.899999999999999,0.8547092777699563,-20.475,8,2.9288256227758005,3,S2_SHORT_CONTINUATION,short,0.50R,5
272,0.6102941176470589,-0.04186580882352941,-11.3875,0.877619559376679,-19.4875,8,3.625,3,S2_SHORT_CONTINUATION,short,0.50R,10
272,0.6213235294117647,-0.041544117647058815,-11.299999999999997,0.8812869336835193,-20.025,8,3.988970588235294,3,S2_SHORT_CONTINUATION,short,0.50R,15
258,0.5348837209302325,-0.04571705426356589,-11.795,0.8667043367707303,-19.40750000000001,8,3.36046511627907,3,S2_SHORT_CONTINUATION,short,0.67R,5
240,0.575,-0.010135416666666655,-2.4324999999999974,0.9729007102074922,-16.845000000000006,8,4.416666666666667,3,S2_SHORT_CONTINUATION,short,0.67R,10
240,0.5833333333333334,-0.008489583333333339,-2.0375000000000014,0.9779789246149692,-15.605,8,5.0,3,S2_SHORT_CONTINUATION,short,0.67R,15
253,0.5059288537549407,-0.04713438735177866,-11.925,0.8670568561872911,-17.4125,8,3.513833992094862,3,S2_SHORT_CONTINUATION,short,0.75R,5
233,0.5493562231759657,-0.007349785407725323,-1.7125000000000004,0.9812200137080191,-11.9375,8,4.733905579399142,3,S2_SHORT_CONTINUATION,short,0.75R,10
233,0.5407725321888412,-0.02918454935622318,-6.800000000000001,0.9301937636340304,-12.899999999999999,8,5.446351931330472,3,S2_SHORT_CONTINUATION,short,0.75R,15
242,0.47107438016528924,-0.05082644628099173,-12.299999999999997,0.8665762711864405,-18.6375,9,3.871900826446281,3,S2_SHORT_CONTINUATION,short,1.00R,5
219,0.4794520547945205,-0.02294520547945206,-5.025000000000001,0.9475606574484737,-13.787500000000001,9,5.579908675799087,3,S2_SHORT_CONTINUATION,short,1.00R,10
218,0.481651376146789,-0.03778669724770641,-8.237499999999997,0.9199076324744774,-17.962500000000006,9,6.541284403669724,3,S2_SHORT_CONTINUATION,short,1.00R,15
271,0.5977859778597786,-0.01646678966789668,-4.4625,0.9441401971522454,-12.299999999999999,5,2.8154981549815496,3,S2_SHORT_CONTINUATION_30,short,0.50R,5
255,0.6274509803921569,-0.029803921568627448,-7.599999999999999,0.9123793053754146,-12.2375,6,3.3215686274509806,3,S2_SHORT_CONTINUATION_30,short,0.50R,10
254,0.6338582677165354,-0.031446850393700786,-7.987499999999999,0.9094002552105487,-13.3875,6,3.5039370078740157,3,S2_SHORT_CONTINUATION_30,short,0.50R,15
247,0.5425101214574899,-0.01937246963562752,-4.7849999999999975,0.9407797029702972,-15.405000000000006,5,3.3441295546558703,3,S2_SHORT_CONTINUATION_30,short,0.67R,5
220,0.5636363636363636,-0.02879545454545454,-6.334999999999999,0.9262407218745454,-13.6275,6,4.254545454545455,3,S2_SHORT_CONTINUATION_30,short,0.67R,10
217,0.5714285714285714,-0.017695852534562212,-3.84,0.9557476231633535,-13.092500000000005,6,4.622119815668203,3,S2_SHORT_CONTINUATION_30,short,0.67R,15
243,0.522633744855967,-0.018724279835390958,-4.5500000000000025,0.9442145593869731,-15.4125,5,3.51440329218107,3,S2_SHORT_CONTINUATION_30,short,0.75R,5
213,0.5446009389671361,-0.019072769953051644,-4.0625,0.9528780629259099,-13.6125,6,4.60093896713615,3,S2_SHORT_CONTINUATION_30,short,0.75R,10
210,0.5380952380952381,-0.023988095238095235,-5.0375,0.9433829727451531,-14.024999999999999,6,5.076190476190476,3,S2_SHORT_CONTINUATION_30,short,0.75R,15
224,0.5044642857142857,0.012053571428571426,2.6999999999999993,1.0360841964584029,-11.712500000000002,8,3.8392857142857144,3,S2_SHORT_CONTINUATION_30,short,1.00R,5
195,0.48717948717948717,-0.007371794871794867,-1.4374999999999991,0.9831378299120235,-10.05,9,5.374358974358974,3,S2_SHORT_CONTINUATION_30,short,1.00R,10
189,0.5132275132275133,0.03452380952380954,6.525000000000003,1.0779337115556884,-9.8625,9,6.185185185185185,3,S2_SHORT_CONTINUATION_30,short,1.00R,15
247,0.6477732793522267,-0.00303643724696356,-0.7499999999999993,0.9905719673161535,-10.5,5,1.728744939271255,4,S1_LONG_CONTINUATION,long,0.50R,5
244,0.6639344262295082,0.0006147540983606554,0.1499999999999999,1.0018747070770193,-10.5,5,1.959016393442623,4,S1_LONG_CONTINUATION,long,0.50R,10
241,0.6721991701244814,0.013278008298755188,3.2,1.0411311053984575,-9.5,5,1.995850622406639,4,S1_LONG_CONTINUATION,long,0.50R,15
235,0.5872340425531914,0.008308510638297871,1.9524999999999997,1.022307912025136,-12.64,5,2.0425531914893615,4,S1_LONG_CONTINUATION,long,0.67R,5
231,0.6147186147186147,0.02466450216450216,5.697499999999999,1.064938025359738,-13.290000000000001,5,2.294372294372294,4,S1_LONG_CONTINUATION,long,0.67R,10
228,0.618421052631579,0.03623903508771929,8.2625,1.0958804757760372,-12.290000000000001,5,2.3508771929824563,4,S1_LONG_CONTINUATION,long,0.67R,15
233,0.5536480686695279,-0.0017703862660944228,-0.41250000000000053,0.9955680902497986,-13.0,6,2.128755364806867,4,S1_LONG_CONTINUATION,long,0.75R,5
229,0.5851528384279476,0.014192139737991268,3.2500000000000004,1.0346712895052674,-14.0,5,2.467248908296943,4,S1_LONG_CONTINUATION,long,0.75R,10
225,0.5866666666666667,0.025388888888888888,5.7124999999999995,1.0619745050176295,-13.0,5,2.5733333333333333,4,S1_LONG_CONTINUATION,long,0.75R,15
223,0.47533632286995514,-0.02522421524663677,-5.625,0.9462301350221053,-14.0,7,2.4708520179372195,4,S1_LONG_CONTINUATION,long,1.00R,5
219,0.502283105022831,-0.01837899543378995,-4.0249999999999995,0.9626406775728044,-15.0,7,2.9269406392694064,4,S1_LONG_CONTINUATION,long,1.00R,10
215,0.49767441860465117,-0.015406976744186047,-3.3125,0.969092605551668,-14.0,7,3.041860465116279,4,S1_LONG_CONTINUATION,long,1.00R,15
266,0.6578947368421053,0.014896616541353384,3.9625,1.0481397114654518,-7.0,6,1.7593984962406015,4,S1_LONG_CONTINUATION_15,long,0.50R,5
262,0.6717557251908397,0.027051526717557253,7.0875,1.0880981976382844,-7.0,6,1.9465648854961832,4,S1_LONG_CONTINUATION_15,long,0.50R,10
259,0.6795366795366795,0.029391891891891894,7.612500000000001,1.0946975587000467,-7.5,6,2.0733590733590734,4,S1_LONG_CONTINUATION_15,long,0.50R,15
249,0.6224899598393574,0.05390562248995985,13.422500000000003,1.1584710743801654,-7.66,6,2.0803212851405624,4,S1_LONG_CONTINUATION_15,long,0.67R,5
244,0.6311475409836066,0.06977459016393442,17.025,1.200796107916851,-6.5074999999999825,6,2.3811475409836067,4,S1_LONG_CONTINUATION_15,long,0.67R,10
241,0.6390041493775933,0.07680497925311203,18.509999999999998,1.2186973859105008,-6.662499999999984,6,2.5435684647302903,4,S1_LONG_CONTINUATION_15,long,0.67R,15
245,0.5959183673469388,0.05663265306122448,13.874999999999998,1.1560084328882643,-7.1,6,2.1551020408163266,4,S1_LONG_CONTINUATION_15,long,0.75R,5
238,0.6092436974789915,0.078781512605042,18.749999999999996,1.2135839384878255,-6.787499999999998,6,2.4495798319327733,4,S1_LONG_CONTINUATION_15,long,0.75R,10
235,0.6085106382978723,0.07446808510638298,17.5,1.1952307906847024,-7.362500000000001,6,2.6382978723404253,4,S1_LONG_CONTINUATION_15,long,0.75R,15
228,0.5087719298245614,0.03892543859649123,8.875,1.0901129584972713,-8.375,6,2.486842105263158,4,S1_LONG_CONTINUATION_15,long,1.00R,5
219,0.5251141552511416,0.054737442922374424,11.987499999999999,1.1212236126911894,-7.424999999999999,6,2.8858447488584473,4,S1_LONG_CONTINUATION_15,long,1.00R,10
216,0.5231481481481481,0.04809027777777777,10.3875,1.103628881406659,-7.850000000000001,6,3.1018518518518516,4,S1_LONG_CONTINUATION_15,long,1.00R,15
229,0.5633187772925764,-0.030949781659388644,-7.0874999999999995,0.8854545454545456,-9.649999999999999,6,3.506550218340611,4,S2_LONG_CONTINUATION,long,0.50R,5
218,0.6055045871559633,-0.008486238532110096,-1.850000000000001,0.9707278481012659,-9.6125,7,4.862385321100917,4,S2_LONG_CONTINUATION,long,0.50R,10
212,0.6273584905660378,-0.017570754716981135,-3.725000000000001,0.9441738478831023,-10.4875,7,5.806603773584905,4,S2_LONG_CONTINUATION,long,0.50R,15
214,0.5233644859813084,-0.037441588785046734,-8.012500000000001,0.8681883610939751,-10.657499999999999,10,4.009345794392523,4,S2_LONG_CONTINUATION,long,0.67R,5
197,0.5177664974619289,-0.03502538071065989,-6.899999999999998,0.8948170731707318,-11.220000000000002,7,6.182741116751269,4,S2_LONG_CONTINUATION,long,0.67R,10
193,0.533678756476684,-0.06914507772020725,-13.344999999999999,0.817815699658703,-14.550000000000011,8,7.580310880829016,4,S2_LONG_CONTINUATION,long,0.67R,15
207,0.5169082125603864,-0.02795893719806764,-5.787500000000001,0.9033806343906511,-10.8,10,4.1352657004830915,4,S2_LONG_CONTINUATION,long,0.75R,5
193,0.49222797927461137,-0.04740932642487047,-9.15,0.8654659070023893,-11.337499999999999,7,6.44559585492228,4,S2_LONG_CONTINUATION,long,0.75R,10
188,0.5,-0.09222074468085105,-17.3375,0.7750932382033403,-18.262500000000003,8,7.914893617021277,4,S2_LONG_CONTINUATION,long,0.75R,15
201,0.4925373134328358,-0.03277363184079602,-6.5875,0.8920303216553984,-9.299999999999997,10,4.432835820895522,4,S2_LONG_CONTINUATION,long,1.00R,5
188,0.4574468085106383,-0.028125000000000004,-5.2875000000000005,0.9247197010144153,-10.425,7,7.074468085106383,4,S2_LONG_CONTINUATION,long,1.00R,10
179,0.49162011173184356,-0.043924581005586584,-7.862499999999999,0.8964097496706191,-12.737499999999999,8,8.759776536312849,4,S2_LONG_CONTINUATION,long,1.00R,15
195,0.5538461538461539,-0.007948717948717958,-1.5500000000000016,0.967598641233342,-7.950000000000001,4,3.405128205128205,4,S2_LONG_CONTINUATION_30,long,0.50R,5
175,0.6114285714285714,0.007928571428571429,1.3875,1.0280232264579652,-6.8125,4,4.565714285714286,4,S2_LONG_CONTINUATION_30,long,0.50R,10
171,0.6608187134502924,0.009210526315789476,1.5750000000000004,1.0308143800440206,-7.0874999999999995,4,5.4035087719298245,4,S2_LONG_CONTINUATION_30,long,0.50R,15
182,0.510989010989011,-0.01320054945054944,-2.402499999999998,0.949895724713243,-7.797500000000003,4,3.8736263736263736,4,S2_LONG_CONTINUATION_30,long,0.67R,5
160,0.54375,0.01126562500000001,1.8025000000000015,1.0364786238300028,-6.5,4,5.64375,4,S2_LONG_CONTINUATION_30,long,0.67R,10
154,0.6103896103896104,0.027597402597402596,4.25,1.0846613545816737,-7.487499999999999,5,6.753246753246753,4,S2_LONG_CONTINUATION_30,long,0.67R,15
177,0.4971751412429379,0.00268361581920904,0.4750000000000001,1.0103514028874967,-7.312500000000001,4,3.994350282485876,4,S2_LONG_CONTINUATION_30,long,0.75R,5
154,0.5324675324675324,0.020048701298701302,3.0875000000000004,1.0631067961165048,-7.575,4,5.935064935064935,4,S2_LONG_CONTINUATION_30,long,0.75R,10
148,0.581081081081081,0.021875000000000002,3.2375000000000003,1.0625150856867005,-7.4,5,7.29054054054054,4,S2_LONG_CONTINUATION_30,long,0.75R,15
169,0.48520710059171596,0.0029585798816568047,0.5,1.0107845780533837,-5.699999999999999,4,4.295857988165681,4,S2_LONG_CONTINUATION_30,long,1.00R,5
144,0.4513888888888889,-0.01987847222222222,-2.8625,0.9462693571093383,-12.15,4,6.743055555555555,4,S2_LONG_CONTINUATION_30,long,1.00R,10
139,0.5035971223021583,-0.010611510791366907,-1.475,0.9742639040348964,-10.4625,6,8.309352517985612,4,S2_LONG_CONTINUATION_30,long,1.00R,15
373,0.5737265415549598,-0.12493297587131368,-46.6,0.6901853236931771,-48.62499999999999,6,1.581769436997319,4,S1_SHORT_CONTINUATION,short,0.50R,5
367,0.5776566757493188,-0.11961852861035424,-43.900000000000006,0.706452691407556,-46.824999999999996,6,1.7574931880108993,4,S1_SHORT_CONTINUATION,short,0.50R,10
367,0.5831062670299727,-0.11335149863760216,-41.599999999999994,0.7195820694304012,-45.0875,6,1.8610354223433243,4,S1_SHORT_CONTINUATION,short,0.50R,15
358,0.5335195530726257,-0.10324022346368718,-36.96000000000001,0.7660018993352328,-38.16999999999988,6,1.7541899441340782,4,S1_SHORT_CONTINUATION,short,0.67R,5
