mae_threshold,horizon,feature,winner_mean,loser_mean,winner_minus_loser,winner_n,loser_n
0.8,2,h2_additional_MAE_R,0.14950000000000002,0.1915068493150685,-0.042006849315068484,40,146
0.95,2,h2_additional_MAE_R,0.17444444444444443,0.21669230769230768,-0.042247863247863254,27,130
0.6,2,h2_additional_MAE_R,0.19255319148936173,0.23533783783783782,-0.04278464634847609,47,148
0.95,1,h1_additional_MAE_R,0.08962962962962963,0.13315384615384612,-0.043524216524216494,27,130
0.7,1,h1_additional_MAE_R,0.0851063829787234,0.1297972972972973,-0.0446909143185739,47,148
0.9,2,h2_additional_MAE_R,0.16193548387096773,0.20770370370370367,-0.045768219832735935,31,135
1.0,2,h2_additional_MAE_R,0.18809523809523807,0.23388888888888887,-0.0457936507936508,21,126
0.6,3,h3_max_MAE_R,1.0604255319148936,1.1074324324324327,-0.047006900517539085,47,148
0.75,1,h1_additional_MAE_R,0.07808510638297872,0.12777027027027027,-0.04968516388729155,47,148
0.7,3,h3_additional_MAE_R,0.21212765957446805,0.26466216216216215,-0.0525345025876941,47,148
0.7,2,h2_additional_MAE_R,0.15319148936170213,0.20662162162162162,-0.053430132259919494,47,148
0.8,3,h3_additional_MAE_R,0.19575,0.2517123287671233,-0.05596232876712329,40,146
0.6,3,h3_additional_MAE_R,0.2553191489361702,0.31324324324324326,-0.05792409430707307,47,148
0.75,2,h2_additional_MAE_R,0.14319148936170215,0.20439189189189186,-0.06120040253018971,47,148
0.85,1,h1_max_MAE_R,1.0830555555555554,1.1448920863309355,-0.061836530775380094,36,139
0.9,1,h1_max_MAE_R,1.1287096774193548,1.1914814814814816,-0.06277180406212679,31,135
0.85,2,h2_max_MAE_R,1.1522222222222223,1.2193525179856115,-0.06713029576338925,36,139
1.0,1,h1_max_MAE_R,1.2857142857142858,1.353095238095238,-0.0673809523809521,21,126
0.8,2,h2_max_MAE_R,1.084,1.153082191780822,-0.06908219178082198,40,146
0.7,1,h1_max_MAE_R,0.9357446808510639,1.0052702702702703,-0.06952558941920639,47,148
0.75,3,h3_additional_MAE_R,0.1934042553191489,0.2632432432432432,-0.06983898792409432,47,148
0.9,2,h2_max_MAE_R,1.200967741935484,1.274,-0.07303225806451596,31,135
0.85,3,h3_additional_MAE_R,0.19583333333333336,0.26913669064748197,-0.07330335731414861,36,139
0.95,3,h3_additional_MAE_R,0.20814814814814817,0.28361538461538466,-0.07546723646723649,27,130
0.7,3,h3_max_MAE_R,1.0627659574468085,1.1401351351351352,-0.07736917768832674,47,148
0.7,2,h2_max_MAE_R,1.0038297872340427,1.0820945945945948,-0.07826480736055208,47,148
1.0,2,h2_max_MAE_R,1.3723809523809525,1.4516666666666664,-0.07928571428571396,21,126
0.9,3,h3_additional_MAE_R,0.19903225806451616,0.2802962962962963,-0.08126403823178016,31,135
0.8,3,h3_max_MAE_R,1.13025,1.2132876712328766,-0.08303767123287664,40,146
0.8,4,h4_additional_MAE_R,0.2045,0.2931506849315068,-0.08865068493150682,40,146
0.7,4,h4_additional_MAE_R,0.2257446808510638,0.31445945945945947,-0.08871477860839566,47,148
0.75,1,h1_max_MAE_R,0.9500000000000001,1.0394594594594597,-0.08945945945945966,47,148
0.6,4,h4_max_MAE_R,1.0759574468085107,1.1667567567567567,-0.09079930994824603,47,148
0.85,4,h4_additional_MAE_R,0.21499999999999997,0.3061870503597122,-0.09118705035971225,36,139
1.0,3,h3_additional_MAE_R,0.2138095238095238,0.3079365079365079,-0.09412698412698409,21,126
0.75,4,h4_additional_MAE_R,0.20446808510638298,0.3047297297297297,-0.10026164462334675,47,148
0.75,2,h2_max_MAE_R,1.0151063829787235,1.116081081081081,-0.1009746981023576,47,148
0.6,4,h4_additional_MAE_R,0.27085106382978724,0.3725675675675676,-0.10171650373778035,47,148
0.9,3,h3_max_MAE_R,1.2380645161290322,1.3465925925925928,-0.10852807646356055,31,135
0.85,3,h3_max_MAE_R,1.176388888888889,1.2858273381294965,-0.10943844924060753,36,139
0.75,3,h3_max_MAE_R,1.0653191489361702,1.1749324324324326,-0.10961328349626243,47,148
0.7,4,h4_max_MAE_R,1.0763829787234043,1.1899324324324325,-0.11354945370902825,47,148
0.9,4,h4_additional_MAE_R,0.21129032258064517,0.3256296296296296,-0.11433930704898443,31,135
0.8,4,h4_max_MAE_R,1.139,1.2547260273972602,-0.11572602739726023,40,146
0.95,4,h4_additional_MAE_R,0.2174074074074074,0.33607692307692305,-0.11866951566951564,27,130
0.6,5,h5_max_MAE_R,1.0814893617021277,1.2072297297297296,-0.1257403680276019,47,148
0.85,4,h4_max_MAE_R,1.1955555555555557,1.3228776978417265,-0.12732214228617078,36,139
1.0,3,h3_max_MAE_R,1.398095238095238,1.5257142857142856,-0.12761904761904752,21,126
0.8,5,h5_additional_MAE_R,0.21224999999999997,0.34054794520547943,-0.12829794520547946,40,146
0.95,2,h2_max_MAE_R,1.2592592592592593,1.387846153846154,-0.12858689458689465,27,130
0.95,1,h1_max_MAE_R,1.1744444444444444,1.3043076923076924,-0.129863247863248,27,130
1.0,4,h4_additional_MAE_R,0.2247619047619048,0.36103174603174604,-0.13626984126984124,21,126
0.7,5,h5_additional_MAE_R,0.23085106382978726,0.36743243243243245,-0.1365813686026452,47,148
0.6,5,h5_additional_MAE_R,0.2763829787234043,0.4130405405405405,-0.13665756181713623,47,148
0.85,5,h5_additional_MAE_R,0.22611111111111112,0.36280575539568344,-0.13669464428457231,36,139
0.75,4,h4_max_MAE_R,1.0763829787234043,1.2164189189189192,-0.1400359401955149,47,148
0.9,4,h4_max_MAE_R,1.2503225806451614,1.391925925925926,-0.14160334528076457,31,135
0.75,5,h5_additional_MAE_R,0.20957446808510638,0.35135135135135137,-0.141776883266245,47,148
0.8,5,h5_max_MAE_R,1.14675,1.3021232876712328,-0.15537328767123282,40,146
0.7,5,h5_max_MAE_R,1.0814893617021277,1.2429054054054054,-0.16141604370327767,47,148
0.95,3,h3_max_MAE_R,1.2929629629629629,1.4547692307692308,-0.16180626780626794,27,130
0.9,5,h5_additional_MAE_R,0.22129032258064515,0.38955555555555554,-0.1682652329749104,31,135
0.95,5,h5_additional_MAE_R,0.22592592592592592,0.3949230769230769,-0.16899715099715096,27,130
1.0,4,h4_max_MAE_R,1.409047619047619,1.5788095238095232,-0.16976190476190411,21,126
0.85,5,h5_max_MAE_R,1.2066666666666666,1.379496402877698,-0.17282973621103137,36,139
0.7,6,h6_additional_MAE_R,0.2472340425531915,0.4254054054054054,-0.17817136285221388,47,148
0.6,6,h6_max_MAE_R,1.097872340425532,1.2777027027027026,-0.17983036227717064,47,148
0.75,5,h5_max_MAE_R,1.0814893617021277,1.2630405405405405,-0.18155117883841276,47,148
1.0,5,h5_additional_MAE_R,0.2247619047619048,0.41341269841269845,-0.18865079365079365,21,126
0.6,6,h6_additional_MAE_R,0.29276595744680856,0.4835135135135135,-0.19074755606670496,47,148
0.8,6,h6_additional_MAE_R,0.22224999999999998,0.413972602739726,-0.19172260273972605,40,146
0.75,6,h6_additional_MAE_R,0.22595744680851063,0.42148648648648646,-0.19552903967797583,47,148
0.9,5,h5_max_MAE_R,1.2603225806451612,1.4558518518518515,-0.19552927120669028,31,135
0.7,6,h6_max_MAE_R,1.097872340425532,1.3008783783783784,-0.20300603795284644,47,148
0.95,4,h4_max_MAE_R,1.3022222222222222,1.5072307692307692,-0.20500854700854698,27,130
0.85,6,h6_additional_MAE_R,0.22611111111111112,0.44438848920863305,-0.21827737809752193,36,139
0.8,6,h6_max_MAE_R,1.15675,1.3755479452054793,-0.21879794520547935,40,146
1.0,5,h5_max_MAE_R,1.409047619047619,1.6311904761904759,-0.22214285714285675,21,126
0.95,6,h6_additional_MAE_R,0.22592592592592592,0.46092307692307694,-0.23499715099715102,27,130
0.75,6,h6_max_MAE_R,1.097872340425532,1.3331756756756756,-0.23530333525014369,47,148
0.9,6,h6_additional_MAE_R,0.22129032258064515,0.4622222222222222,-0.24093189964157705,31,135
1.0,6,h6_additional_MAE_R,0.2247619047619048,0.4719047619047619,-0.24714285714285708,21,126
0.85,6,h6_max_MAE_R,1.2066666666666666,1.4610791366906473,-0.2544124700239807,36,139
0.95,5,h5_max_MAE_R,1.3107407407407408,1.566076923076923,-0.25533618233618216,27,130
0.9,6,h6_max_MAE_R,1.2603225806451612,1.5285185185185186,-0.2681959378733574,31,135
1.0,6,h6_max_MAE_R,1.409047619047619,1.6896825396825395,-0.28063492063492035,21,126
0.8,8,h8_additional_MAE_R,0.23200000000000004,0.5145205479452055,-0.2825205479452055,40,146
0.6,8,h8_max_MAE_R,1.1061702127659574,1.3905405405405404,-0.28437032777458304,47,148
0.75,8,h8_additional_MAE_R,0.23617021276595743,0.5280405405405405,-0.2918703277745831,47,148
0.6,8,h8_additional_MAE_R,0.301063829787234,0.5963513513513513,-0.2952875215641173,47,148
0.7,8,h8_additional_MAE_R,0.25744680851063834,0.5540540540540541,-0.2966072455434157,47,148
0.85,8,h8_additional_MAE_R,0.22694444444444445,0.5346043165467627,-0.3076598721023182,36,139
1.0,8,h8_additional_MAE_R,0.2247619047619048,0.5327777777777779,-0.3080158730158731,21,126
0.8,8,h8_max_MAE_R,1.1664999999999999,1.476095890410959,-0.30959589041095903,40,146
0.95,8,h8_additional_MAE_R,0.22703703703703704,0.5393846153846155,-0.3123475783475784,27,130
0.9,8,h8_additional_MAE_R,0.22225806451612906,0.5358518518518518,-0.31359378733572274,31,135
0.95,6,h6_max_MAE_R,1.3107407407407408,1.6320769230769232,-0.32133618233618244,27,130
0.7,8,h8_max_MAE_R,1.1080851063829789,1.429527027027027,-0.3214419206440482,47,148
0.75,8,h8_max_MAE_R,1.1080851063829789,1.4397297297297296,-0.3316446233467507,47,148
0.9,8,h8_max_MAE_R,1.261290322580645,1.602148148148148,-0.340857825567503,31,135
1.0,8,h8_max_MAE_R,1.409047619047619,1.7505555555555552,-0.3415079365079361,21,126
0.85,8,h8_max_MAE_R,1.2075,1.551294964028777,-0.34379496402877696,36,139
0.6,10,h10_max_MAE_R,1.115744680851064,1.4856756756756757,-0.36993099482461167,47,148
0.6,10,h10_additional_MAE_R,0.31063829787234043,0.6914864864864865,-0.38084818861414604,47,148
0.8,10,h10_additional_MAE_R,0.24175,0.6226712328767123,-0.3809212328767123,40,146
0.7,10,h10_additional_MAE_R,0.2651063829787234,0.653108108108108,-0.38800172512938463,47,148
1.0,10,h10_additional_MAE_R,0.23571428571428568,0.6280158730158731,-0.3923015873015875,21,126
0.9,10,h10_additional_MAE_R,0.22967741935483874,0.622074074074074,-0.39239665471923524,31,135
0.95,8,h8_max_MAE_R,1.3118518518518518,1.7105384615384616,-0.39868660968660974,27,130
0.95,10,h10_additional_MAE_R,0.23555555555555557,0.6356153846153847,-0.4000598290598291,27,130
0.75,10,h10_additional_MAE_R,0.244468085106383,0.6451351351351351,-0.40066705002875214,47,148
0.85,10,h10_additional_MAE_R,0.23333333333333334,0.6389208633093524,-0.40558752997601905,36,139
0.8,10,h10_max_MAE_R,1.17625,1.584246575342466,-0.4079965753424659,40,146
0.7,10,h10_max_MAE_R,1.115744680851064,1.528581081081081,-0.4128364002300169,47,148
0.9,10,h10_max_MAE_R,1.2687096774193547,1.6883703703703705,-0.4196606929510158,31,135
1.0,10,h10_max_MAE_R,1.42,1.8457936507936505,-0.4257936507936506,21,126
0.75,10,h10_max_MAE_R,1.1163829787234043,1.556824324324324,-0.44044134560091974,47,148
0.85,10,h10_max_MAE_R,1.213888888888889,1.655611510791367,-0.4417226219024779,36,139
0.8,12,h12_additional_MAE_R,0.248,0.6972602739726027,-0.4492602739726027,40,146
0.9,12,h12_additional_MAE_R,0.2383870967741936,0.6908888888888889,-0.4525017921146953,31,135
1.0,12,h12_additional_MAE_R,0.24857142857142855,0.7044444444444447,-0.4558730158730161,21,126
0.85,12,h12_additional_MAE_R,0.24027777777777778,0.7090647482014387,-0.4687869704236609,36,139
0.95,12,h12_additional_MAE_R,0.24555555555555555,0.7147692307692307,-0.4692136752136752,27,130
0.75,12,h12_additional_MAE_R,0.24914893617021275,0.7196621621621621,-0.47051322599194934,47,148
0.6,12,h12_max_MAE_R,1.1210638297872342,1.5956756756756756,-0.4746118458884414,47,148
0.8,12,h12_max_MAE_R,1.1825,1.658835616438356,-0.47633561643835587,40,146
0.9,12,h12_max_MAE_R,1.2774193548387098,1.7571851851851852,-0.47976583034647535,31,135
0.7,12,h12_additional_MAE_R,0.27042553191489366,0.7527702702702702,-0.48234473835537656,47,148
0.6,12,h12_additional_MAE_R,0.3159574468085107,0.8014864864864866,-0.4855290396779759,47,148
0.95,10,h10_max_MAE_R,1.3203703703703704,1.8067692307692307,-0.48639886039886027,27,130
1.0,12,h12_max_MAE_R,1.432857142857143,1.9222222222222218,-0.4893650793650788,21,126
0.85,12,h12_max_MAE_R,1.2208333333333334,1.7257553956834533,-0.5049220623501198,36,139
0.7,12,h12_max_MAE_R,1.1210638297872342,1.6282432432432432,-0.507179413456009,47,148
0.75,12,h12_max_MAE_R,1.1210638297872342,1.6313513513513513,-0.5102875215641172,47,148
0.95,12,h12_max_MAE_R,1.3303703703703704,1.8859230769230768,-0.5555527065527064,27,130
