_source_index,original_R,strategy_R,triggered,recovery_triggered,mae_trigger_bar,recovery_exit_bar,recovery_exit_R,exit_type,loss_rescued,winner_damaged,entry_timestamp,exit_timestamp,session_id,quality,vol_percentile,stop_points,rr,horizon,raw_points,net_points,net_R,exit_reason,holding_bars,window,validation_start,validation_end,trade_index,entry_price
173,-2.57,-2.57,True,False,4,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-04-07 13:20:00-04:00,2026-04-07 13:30:00-04:00,2026-04-06,0.8490741423499436,0.5208932260758715,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,10,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,497,24175.5
174,0.34,-0.1,True,True,1,9.0,-0.1,RECOVERY_EXIT,False,True,2026-04-09 14:04:00-04:00,2026-04-09 14:06:00-04:00,2026-04-08,0.7745562110410582,0.4640907292628247,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,2,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,499,25165.5
175,-1.25,0.08,True,True,2,3.0,0.08,RECOVERY_EXIT,True,False,2026-04-15 12:48:00-04:00,2026-04-15 13:05:00-04:00,2026-04-14,0.8292577512470083,0.5309112488461031,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,17,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,504,26142.0
176,-2.55,-2.55,True,False,6,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-04-16 14:25:00-04:00,2026-04-16 14:31:00-04:00,2026-04-15,1.0,0.5127873752692426,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,507,26376.0
177,-3.23,-3.23,True,False,5,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-04-21 11:02:00-04:00,2026-04-21 11:07:00-04:00,2026-04-20,1.0,0.5606004659545475,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,5,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,510,26694.5
178,-0.42,-0.01,True,True,2,12.0,-0.01,RECOVERY_EXIT,True,False,2026-04-21 12:44:00-04:00,2026-04-21 12:46:00-04:00,2026-04-20,0.7555709034446223,0.4918633786100488,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,2,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,511,26681.25
179,0.87,0.41,True,True,4,5.0,0.41,RECOVERY_EXIT,False,True,2026-04-21 13:05:00-04:00,2026-04-21 13:12:00-04:00,2026-04-20,0.99479917877588,0.5839992966723812,25.0,1.75,20,43.75,42.64,1.7056,target,7,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,512,26664.75
180,-1.73,-0.09,True,True,4,4.0,-0.09,RECOVERY_EXIT,True,False,2026-04-23 12:04:00-04:00,2026-04-23 12:12:00-04:00,2026-04-22,1.0,0.5629829882632204,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,8,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,513,27046.5
181,-2.14,-2.14,True,False,6,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-04-23 14:59:00-04:00,2026-04-23 15:05:00-04:00,2026-04-22,1.0,0.5682755285946635,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,514,26860.0
182,-1.83,-1.83,True,False,4,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-04-29 11:12:00-04:00,2026-04-29 11:17:00-04:00,2026-04-28,0.8136318662296649,0.4968701920963558,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,5,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,515,27234.75
183,-1.25,-1.25,True,False,5,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-05-05 12:40:00-04:00,2026-05-05 12:46:00-04:00,2026-05-04,0.8427740198896719,0.4335091652380324,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,20,2026-02-06 09:30:00-05:00,2026-05-06 09:30:00-04:00,518,28095.0
184,3.94,-0.03,True,True,1,3.0,-0.03,RECOVERY_EXIT,False,True,2026-05-27 09:30:00-04:00,2026-05-27 09:31:00-04:00,2026-05-26,0.7565108901330925,0.5798361522198732,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,1,21,2026-05-06 09:30:00-04:00,2026-08-06 09:30:00-04:00,519,30140.25
185,-2.77,-2.77,True,False,3,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-08-06 15:50:00-04:00,2026-08-06 15:53:00-04:00,2026-08-05,0.8104829306454324,0.511869403559721,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,3,22,2026-08-06 09:30:00-04:00,2026-08-26 16:59:00-04:00,520,29481.5
186,-1.24,-0.08,True,True,3,9.0,-0.08,RECOVERY_EXIT,True,False,2026-08-10 12:44:00-04:00,2026-08-10 12:49:00-04:00,2026-08-09,0.7961505076035287,0.539110729764812,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,5,22,2026-08-06 09:30:00-04:00,2026-08-26 16:59:00-04:00,523,29742.5
187,-1.29,-1.29,True,False,1,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-08-13 11:04:00-04:00,2026-08-13 11:06:00-04:00,2026-08-12,0.769792479931498,0.4913911072976481,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,2,22,2026-08-06 09:30:00-04:00,2026-08-26 16:59:00-04:00,526,30198.5
188,0.39,0.0,True,True,5,9.0,0.0,RECOVERY_EXIT,False,True,2026-08-13 11:36:00-04:00,2026-08-13 11:42:00-04:00,2026-08-12,0.8675489243615778,0.5229269795173036,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,22,2026-08-06 09:30:00-04:00,2026-08-26 16:59:00-04:00,527,30141.25
189,-0.96,-0.96,True,False,1,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-08-14 10:30:00-04:00,2026-08-14 10:36:00-04:00,2026-08-13,1.0,0.5831914285085693,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,22,2026-08-06 09:30:00-04:00,2026-08-26 16:59:00-04:00,530,30132.25
190,-0.85,-0.85,True,False,4,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-08-14 11:48:00-04:00,2026-08-14 11:54:00-04:00,2026-08-13,0.8900849564655272,0.4614040877389831,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,6,22,2026-08-06 09:30:00-04:00,2026-08-26 16:59:00-04:00,532,30035.25
191,-2.0,0.27,True,True,7,11.0,0.27,RECOVERY_EXIT,True,False,2026-08-18 11:08:00-04:00,2026-08-18 11:22:00-04:00,2026-08-17,0.8962986444060379,0.5190196466679867,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,14,22,2026-08-06 09:30:00-04:00,2026-08-26 16:59:00-04:00,533,29542.25
192,-1.49,0.22,True,True,4,5.0,0.22,RECOVERY_EXIT,True,False,2026-08-19 15:50:00-04:00,2026-08-19 15:54:00-04:00,2026-08-18,1.0,0.4518557630959453,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,4,22,2026-08-06 09:30:00-04:00,2026-08-26 16:59:00-04:00,534,29494.5
193,-1.14,-1.14,True,False,2,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-08-19 15:55:00-04:00,2026-08-19 15:58:00-04:00,2026-08-18,1.0,0.4625349261874903,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,3,22,2026-08-06 09:30:00-04:00,2026-08-26 16:59:00-04:00,535,29489.0
194,-0.05,-0.05,True,False,4,,,BENCHMARK_AFTER_NO_RECOVERY,False,False,2026-08-24 16:00:00-04:00,2026-08-24 16:07:00-04:00,2026-08-23,1.0,0.4110839768552131,25.0,1.75,20,-25.0,-26.11,-1.0444,stop,7,22,2026-08-06 09:30:00-04:00,2026-08-26 16:59:00-04:00,536,29097.75
