side,hmm_state,vol_bucket,zscore,observations,tp,sl,rr,horizon,win_rate,expectancy_r,wr_ge_50,wr_ge_55,wr_ge_60,positive_expectancy
LONG,1,60-80,2.5,1002,10.0,5.0,2.0,20,0.2944111776447106,-0.11676646706586824,False,False,False,False
LONG,1,60-80,2.5,1002,15.0,10.0,1.5,20,0.3722554890219561,-0.06936127744510978,False,False,False,False
LONG,1,60-80,2.5,1002,20.0,10.0,2.0,20,0.3043912175648702,-0.0868263473053894,False,False,False,False
LONG,1,60-80,2.5,1002,30.0,15.0,2.0,20,0.2654690618762475,-0.20359281437125742,False,False,False,False
LONG,1,60-80,2.5,1002,5.0,5.0,1.0,30,0.3692614770459081,-0.2614770459081837,False,False,False,False
LONG,1,60-80,2.5,1002,10.0,5.0,2.0,30,0.2944111776447106,-0.11676646706586824,False,False,False,False
LONG,1,60-80,2.5,1002,15.0,10.0,1.5,30,0.374251497005988,-0.06437125748503003,False,False,False,False
LONG,1,60-80,2.5,1002,20.0,10.0,2.0,30,0.3163672654690618,-0.050898203592814606,False,False,False,False
LONG,1,60-80,2.5,1002,30.0,15.0,2.0,30,0.2894211576846307,-0.13173652694610782,False,False,False,False
LONG,1,60-80,2.5,1002,5.0,5.0,1.0,60,0.3692614770459081,-0.2614770459081837,False,False,False,False
LONG,1,60-80,2.5,1002,10.0,5.0,2.0,60,0.2944111776447106,-0.11676646706586824,False,False,False,False
LONG,1,60-80,2.5,1002,15.0,10.0,1.5,60,0.3752495009980039,-0.06187624750499021,False,False,False,False
LONG,1,60-80,2.5,1002,20.0,10.0,2.0,60,0.3183632734530938,-0.04491017964071864,False,False,False,False
LONG,1,60-80,2.5,1002,30.0,15.0,2.0,60,0.3203592814371258,-0.03892215568862267,False,False,False,False
LONG,1,60-80,2.5,1002,5.0,5.0,1.0,120,0.3692614770459081,-0.2614770459081837,False,False,False,False
LONG,1,60-80,2.5,1002,10.0,5.0,2.0,120,0.2944111776447106,-0.11676646706586824,False,False,False,False
LONG,1,60-80,2.5,1002,15.0,10.0,1.5,120,0.3752495009980039,-0.06187624750499021,False,False,False,False
LONG,1,60-80,2.5,1002,20.0,10.0,2.0,120,0.3193612774451098,-0.041916167664670656,False,False,False,False
LONG,1,60-80,2.5,1002,30.0,15.0,2.0,120,0.3283433133732535,-0.014970059880239472,False,False,False,False
LONG,1,60-80,3.0,342,5.0,5.0,1.0,10,0.3450292397660818,-0.3099415204678364,False,False,False,False
LONG,1,60-80,3.0,342,10.0,5.0,2.0,10,0.2982456140350877,-0.10526315789473684,False,False,False,False
LONG,1,60-80,3.0,342,15.0,10.0,1.5,10,0.3333333333333333,-0.16666666666666674,False,False,False,False
LONG,1,60-80,3.0,342,20.0,10.0,2.0,10,0.2690058479532163,-0.19298245614035114,False,False,False,False
LONG,1,60-80,3.0,342,30.0,15.0,2.0,10,0.2105263157894736,-0.36842105263157926,False,False,False,False
LONG,1,60-80,3.0,342,5.0,5.0,1.0,20,0.3450292397660818,-0.3099415204678364,False,False,False,False
LONG,1,60-80,3.0,342,10.0,5.0,2.0,20,0.3070175438596491,-0.07894736842105277,False,False,False,False
LONG,1,60-80,3.0,342,15.0,10.0,1.5,20,0.3625730994152046,-0.09356725146198852,False,False,False,False
LONG,1,60-80,3.0,342,20.0,10.0,2.0,20,0.3070175438596491,-0.07894736842105277,False,False,False,False
LONG,1,60-80,3.0,342,30.0,15.0,2.0,20,0.2719298245614035,-0.1842105263157895,False,False,False,False
LONG,1,60-80,3.0,342,5.0,5.0,1.0,30,0.3450292397660818,-0.3099415204678364,False,False,False,False
LONG,1,60-80,3.0,342,10.0,5.0,2.0,30,0.3070175438596491,-0.07894736842105277,False,False,False,False
LONG,1,60-80,3.0,342,15.0,10.0,1.5,30,0.3625730994152046,-0.09356725146198852,False,False,False,False
LONG,1,60-80,3.0,342,20.0,10.0,2.0,30,0.3157894736842105,-0.052631578947368474,False,False,False,False
LONG,1,60-80,3.0,342,30.0,15.0,2.0,30,0.2894736842105263,-0.13157894736842102,False,False,False,False
LONG,1,60-80,3.0,342,5.0,5.0,1.0,60,0.3450292397660818,-0.3099415204678364,False,False,False,False
LONG,1,60-80,3.0,342,10.0,5.0,2.0,60,0.3070175438596491,-0.07894736842105277,False,False,False,False
LONG,1,60-80,3.0,342,15.0,10.0,1.5,60,0.3625730994152046,-0.09356725146198852,False,False,False,False
LONG,1,60-80,3.0,342,20.0,10.0,2.0,60,0.3187134502923976,-0.043859649122807154,False,False,False,False
LONG,1,60-80,3.0,342,30.0,15.0,2.0,60,0.3187134502923976,-0.043859649122807154,False,False,False,False
LONG,1,60-80,3.0,342,5.0,5.0,1.0,120,0.3450292397660818,-0.3099415204678364,False,False,False,False
LONG,1,60-80,3.0,342,10.0,5.0,2.0,120,0.3070175438596491,-0.07894736842105277,False,False,False,False
LONG,1,60-80,3.0,342,15.0,10.0,1.5,120,0.3625730994152046,-0.09356725146198852,False,False,False,False
LONG,1,60-80,3.0,342,20.0,10.0,2.0,120,0.3187134502923976,-0.043859649122807154,False,False,False,False
LONG,1,60-80,3.0,342,30.0,15.0,2.0,120,0.3245614035087719,-0.026315789473684403,False,False,False,False
LONG,1,60-80,3.5,127,5.0,5.0,1.0,10,0.2913385826771653,-0.41732283464566944,False,False,False,False
LONG,1,60-80,3.5,127,10.0,5.0,2.0,10,0.2677165354330709,-0.19685039370078738,False,False,False,False
LONG,1,60-80,3.5,127,15.0,10.0,1.5,10,0.3307086614173228,-0.173228346456693,False,False,False,False
LONG,1,60-80,3.5,127,20.0,10.0,2.0,10,0.2677165354330709,-0.19685039370078738,False,False,False,False
LONG,1,60-80,3.5,127,30.0,15.0,2.0,10,0.2362204724409448,-0.2913385826771656,False,False,False,False
LONG,1,60-80,3.5,127,5.0,5.0,1.0,20,0.2913385826771653,-0.41732283464566944,False,False,False,False
LONG,1,60-80,3.5,127,10.0,5.0,2.0,20,0.2834645669291338,-0.1496062992125986,False,False,False,False
LONG,1,60-80,3.5,127,15.0,10.0,1.5,20,0.3464566929133858,-0.13385826771653542,False,False,False,False
LONG,1,60-80,3.5,127,20.0,10.0,2.0,20,0.2913385826771653,-0.12598425196850416,False,False,False,False
LONG,1,60-80,3.5,127,30.0,15.0,2.0,20,0.2755905511811024,-0.17322834645669294,False,False,False,False
LONG,1,60-80,3.5,127,5.0,5.0,1.0,30,0.2913385826771653,-0.41732283464566944,False,False,False,False
LONG,1,60-80,3.5,127,10.0,5.0,2.0,30,0.2834645669291338,-0.1496062992125986,False,False,False,False
LONG,1,60-80,3.5,127,15.0,10.0,1.5,30,0.3464566929133858,-0.13385826771653542,False,False,False,False
LONG,1,60-80,3.5,127,20.0,10.0,2.0,30,0.2913385826771653,-0.12598425196850416,False,False,False,False
LONG,1,60-80,3.5,127,30.0,15.0,2.0,30,0.2834645669291338,-0.1496062992125986,False,False,False,False
LONG,1,60-80,3.5,127,5.0,5.0,1.0,60,0.2913385826771653,-0.41732283464566944,False,False,False,False
LONG,1,60-80,3.5,127,10.0,5.0,2.0,60,0.2834645669291338,-0.1496062992125986,False,False,False,False
LONG,1,60-80,3.5,127,15.0,10.0,1.5,60,0.3464566929133858,-0.13385826771653542,False,False,False,False
LONG,1,60-80,3.5,127,20.0,10.0,2.0,60,0.2913385826771653,-0.12598425196850416,False,False,False,False
LONG,1,60-80,3.5,127,30.0,15.0,2.0,60,0.2913385826771653,-0.12598425196850416,False,False,False,False
LONG,1,60-80,3.5,127,5.0,5.0,1.0,120,0.2913385826771653,-0.41732283464566944,False,False,False,False
LONG,1,60-80,3.5,127,10.0,5.0,2.0,120,0.2834645669291338,-0.1496062992125986,False,False,False,False
LONG,1,60-80,3.5,127,15.0,10.0,1.5,120,0.3464566929133858,-0.13385826771653542,False,False,False,False
LONG,1,60-80,3.5,127,20.0,10.0,2.0,120,0.2913385826771653,-0.12598425196850416,False,False,False,False
LONG,1,60-80,3.5,127,30.0,15.0,2.0,120,0.2913385826771653,-0.12598425196850416,False,False,False,False
LONG,1,80-100,1.5,8900,5.0,5.0,1.0,10,0.3760674157303371,-0.24786516853932583,False,False,False,False
LONG,1,80-100,1.5,8900,10.0,5.0,2.0,10,0.2857303370786517,-0.1428089887640449,False,False,False,False
LONG,1,80-100,1.5,8900,15.0,10.0,1.5,10,0.346629213483146,-0.1334269662921349,False,False,False,False
LONG,1,80-100,1.5,8900,20.0,10.0,2.0,10,0.2735955056179775,-0.17921348314606744,False,False,False,False
LONG,1,80-100,1.5,8900,30.0,15.0,2.0,10,0.216067415730337,-0.35179775280898895,False,False,False,False
LONG,1,80-100,1.5,8900,5.0,5.0,1.0,20,0.3798876404494382,-0.24022471910112358,False,False,False,False
LONG,1,80-100,1.5,8900,10.0,5.0,2.0,20,0.2947191011235955,-0.11584269662921354,False,False,False,False
LONG,1,80-100,1.5,8900,15.0,10.0,1.5,20,0.3701123595505618,-0.07471910112359548,False,False,False,False
LONG,1,80-100,1.5,8900,20.0,10.0,2.0,20,0.3031460674157303,-0.09056179775280915,False,False,False,False
LONG,1,80-100,1.5,8900,30.0,15.0,2.0,20,0.268314606741573,-0.1950561797752811,False,False,False,False
LONG,1,80-100,1.5,8900,5.0,5.0,1.0,30,0.381123595505618,-0.237752808988764,False,False,False,False
LONG,1,80-100,1.5,8900,10.0,5.0,2.0,30,0.298314606741573,-0.10505617977528103,False,False,False,False
LONG,1,80-100,1.5,8900,15.0,10.0,1.5,30,0.3798876404494382,-0.05028089887640452,False,False,False,False
LONG,1,80-100,1.5,8900,20.0,10.0,2.0,30,0.3134831460674157,-0.05955056179775298,False,False,False,False
LONG,1,80-100,1.5,8900,30.0,15.0,2.0,30,0.2903370786516854,-0.12898876404494375,False,False,False,False
LONG,1,80-100,1.5,8900,5.0,5.0,1.0,60,0.3812359550561798,-0.2375280898876404,False,False,False,False
LONG,1,80-100,1.5,8900,10.0,5.0,2.0,60,0.2995505617977528,-0.10134831460674165,False,False,False,False
LONG,1,80-100,1.5,8900,15.0,10.0,1.5,60,0.3875280898876404,-0.03117977528089899,False,False,False,False
LONG,1,80-100,1.5,8900,20.0,10.0,2.0,60,0.3234831460674157,-0.02955056179775295,False,False,False,False
LONG,1,80-100,1.5,8900,30.0,15.0,2.0,60,0.3142696629213483,-0.05719101123595516,False,False,False,False
LONG,1,80-100,1.5,8900,5.0,5.0,1.0,120,0.3813483146067415,-0.23730337078651692,False,False,False,False
LONG,1,80-100,1.5,8900,10.0,5.0,2.0,120,0.2995505617977528,-0.10134831460674165,False,False,False,False
LONG,1,80-100,1.5,8900,15.0,10.0,1.5,120,0.3895505617977528,-0.026123595505617936,False,False,False,False
LONG,1,80-100,1.5,8900,20.0,10.0,2.0,120,0.327752808988764,-0.016741573033707935,False,False,False,False
LONG,1,80-100,1.5,8900,30.0,15.0,2.0,120,0.3246067415730337,-0.026179775280898876,False,False,False,False
LONG,1,80-100,2.0,3899,5.0,5.0,1.0,10,0.3901000256476019,-0.2197999487047962,False,False,False,False
LONG,1,80-100,2.0,3899,10.0,5.0,2.0,10,0.3013593229033085,-0.09592203129007448,False,False,False,False
LONG,1,80-100,2.0,3899,15.0,10.0,1.5,10,0.3649653757373685,-0.08758656065657877,False,False,False,False
LONG,1,80-100,2.0,3899,20.0,10.0,2.0,10,0.287509617850731,-0.137471146447807,False,False,False,False
LONG,1,80-100,2.0,3899,30.0,15.0,2.0,10,0.2200564247242882,-0.33983072582713536,False,False,False,False
LONG,1,80-100,2.0,3899,5.0,5.0,1.0,20,0.3921518338035393,-0.21569633239292146,False,False,False,False
LONG,1,80-100,2.0,3899,10.0,5.0,2.0,20,0.3098230315465504,-0.07053090536034878,False,False,False,False
LONG,1,80-100,2.0,3899,15.0,10.0,1.5,20,0.3880482174916645,-0.029879456270838767,False,False,False,False
LONG,1,80-100,2.0,3899,20.0,10.0,2.0,20,0.3157219799948705,-0.052834060015388484,False,False,False,False
LONG,1,80-100,2.0,3899,30.0,15.0,2.0,20,0.2734034367786612,-0.17978968966401643,False,False,False,False
LONG,1,80-100,2.0,3899,5.0,5.0,1.0,30,0.3921518338035393,-0.21569633239292146,False,False,False,False
LONG,1,80-100,2.0,3899,10.0,5.0,2.0,30,0.3113618876635035,-0.06591433700948957,False,False,False,False
LONG,1,80-100,2.0,3899,15.0,10.0,1.5,30,0.3929212618620159,-0.017696845344960188,False,False,False,False
LONG,1,80-100,2.0,3899,20.0,10.0,2.0,30,0.3223903565016671,-0.0328289304949988,False,False,False,False
LONG,1,80-100,2.0,3899,30.0,15.0,2.0,30,0.2952038984354962,-0.11438830469351136,False,False,False,False
LONG,1,80-100,2.0,3899,5.0,5.0,1.0,60,0.3921518338035393,-0.21569633239292146,False,False,False,False
LONG,1,80-100,2.0,3899,10.0,5.0,2.0,60,0.3123877917414722,-0.0628366247755835,False,False,False,False
LONG,1,80-100,2.0,3899,15.0,10.0,1.5,60,0.3970248781738907,-0.0074378045652732094,False,False,False,False
LONG,1,80-100,2.0,3899,20.0,10.0,2.0,60,0.3290587330084637,-0.012823800974608779,False,False,False,False
LONG,1,80-100,2.0,3899,30.0,15.0,2.0,60,0.316491408053347,-0.050525775839958986,False,False,False,False
LONG,1,80-100,2.0,3899,5.0,5.0,1.0,120,0.3924083098230315,-0.21518338035393697,False,False,False,False
LONG,1,80-100,2.0,3899,10.0,5.0,2.0,120,0.3123877917414722,-0.0628366247755835,False,False,False,False
LONG,1,80-100,2.0,3899,15.0,10.0,1.5,120,0.3977943062323673,-0.0055142344190818315,False,False,False,False
LONG,1,80-100,2.0,3899,20.0,10.0,2.0,120,0.3316234932033854,-0.005129520389843711,False,False,False,False
LONG,1,80-100,2.0,3899,30.0,15.0,2.0,120,0.3254680687355732,-0.023595793793280362,False,False,False,False
LONG,1,80-100,2.5,1492,5.0,5.0,1.0,10,0.3672922252010724,-0.2654155495978552,False,False,False,False
LONG,1,80-100,2.5,1492,10.0,5.0,2.0,10,0.2989276139410187,-0.10321715817694399,False,False,False,False
LONG,1,80-100,2.5,1492,15.0,10.0,1.5,10,0.3652815013404826,-0.08679624664879348,False,False,False,False
LONG,1,80-100,2.5,1492,20.0,10.0,2.0,10,0.2848525469168901,-0.1454423592493297,False,False,False,False
LONG,1,80-100,2.5,1492,30.0,15.0,2.0,10,0.2218498659517426,-0.3344504021447722,False,False,False,False
LONG,1,80-100,2.5,1492,5.0,5.0,1.0,20,0.3679624664879357,-0.2640750670241286,False,False,False,False
LONG,1,80-100,2.5,1492,10.0,5.0,2.0,20,0.3029490616621983,-0.091152815013405,False,False,False,False
LONG,1,80-100,2.5,1492,15.0,10.0,1.5,20,0.381367292225201,-0.046581769436997544,False,False,False,False
LONG,1,80-100,2.5,1492,20.0,10.0,2.0,20,0.3029490616621983,-0.091152815013405,False,False,False,False
LONG,1,80-100,2.5,1492,30.0,15.0,2.0,20,0.2654155495978552,-0.20375335120643445,False,False,False,False
LONG,1,80-100,2.5,1492,5.0,5.0,1.0,30,0.3679624664879357,-0.2640750670241286,False,False,False,False
LONG,1,80-100,2.5,1492,10.0,5.0,2.0,30,0.3042895442359249,-0.08713136729222526,False,False,False,False
LONG,1,80-100,2.5,1492,15.0,10.0,1.5,30,0.3860589812332439,-0.034852546916890215,False,False,False,False
LONG,1,80-100,2.5,1492,20.0,10.0,2.0,30,0.3103217158176943,-0.0690348525469171,False,False,False,False
LONG,1,80-100,2.5,1492,30.0,15.0,2.0,30,0.2902144772117963,-0.12935656836461118,False,False,False,False
LONG,1,80-100,2.5,1492,5.0,5.0,1.0,60,0.3679624664879357,-0.2640750670241286,False,False,False,False
LONG,1,80-100,2.5,1492,10.0,5.0,2.0,60,0.3042895442359249,-0.08713136729222526,False,False,False,False
LONG,1,80-100,2.5,1492,15.0,10.0,1.5,60,0.388739946380697,-0.028150134048257613,False,False,False,False
LONG,1,80-100,2.5,1492,20.0,10.0,2.0,60,0.3156836461126005,-0.05294906166219848,False,False,False,False
LONG,1,80-100,2.5,1492,30.0,15.0,2.0,60,0.3130026809651474,-0.06099195710455785,False,False,False,False
LONG,1,80-100,2.5,1492,5.0,5.0,1.0,120,0.3686327077747989,-0.26273458445040226,False,False,False,False
LONG,1,80-100,2.5,1492,10.0,5.0,2.0,120,0.3042895442359249,-0.08713136729222526,False,False,False,False
LONG,1,80-100,2.5,1492,15.0,10.0,1.5,120,0.388739946380697,-0.028150134048257613,False,False,False,False
LONG,1,80-100,2.5,1492,20.0,10.0,2.0,120,0.3156836461126005,-0.05294906166219848,False,False,False,False
LONG,1,80-100,2.5,1492,30.0,15.0,2.0,120,0.3197050938337801,-0.04088471849865971,False,False,False,False
LONG,1,80-100,3.0,547,5.0,5.0,1.0,10,0.356489945155393,-0.287020109689214,False,False,False,False
LONG,1,80-100,3.0,547,10.0,5.0,2.0,10,0.3089579524680073,-0.07312614259597816,False,False,False,False
LONG,1,80-100,3.0,547,15.0,10.0,1.5,10,0.3729433272394881,-0.06764168190127984,False,False,False,False
LONG,1,80-100,3.0,547,20.0,10.0,2.0,10,0.2943327239488117,-0.11700182815356486,False,False,False,False
LONG,1,80-100,3.0,547,30.0,15.0,2.0,10,0.2358318098720292,-0.29250457038391237,False,False,False,False
LONG,1,80-100,3.0,547,5.0,5.0,1.0,20,0.3583180987202925,-0.28336380255941496,False,False,False,False
LONG,1,80-100,3.0,547,10.0,5.0,2.0,20,0.3107861060329067,-0.06764168190127995,False,False,False,False
LONG,1,80-100,3.0,547,15.0,10.0,1.5,20,0.3893967093235831,-0.026508226691042247,False,False,False,False
LONG,1,80-100,3.0,547,20.0,10.0,2.0,20,0.3126142595978062,-0.0621572212065814,False,False,False,False
LONG,1,80-100,3.0,547,30.0,15.0,2.0,20,0.2595978062157221,-0.22120658135283378,False,False,False,False
LONG,1,80-100,3.0,547,5.0,5.0,1.0,30,0.3583180987202925,-0.28336380255941496,False,False,False,False
LONG,1,80-100,3.0,547,10.0,5.0,2.0,30,0.3107861060329067,-0.06764168190127995,False,False,False,False
LONG,1,80-100,3.0,547,15.0,10.0,1.5,30,0.3912248628884826,-0.021937842778793404,False,False,False,False
LONG,1,80-100,3.0,547,20.0,10.0,2.0,30,0.3217550274223035,-0.034734917733089454,False,False,False,False
LONG,1,80-100,3.0,547,30.0,15.0,2.0,30,0.2815356489945155,-0.15539305301645345,False,False,False,False
LONG,1,80-100,3.0,547,5.0,5.0,1.0,60,0.3583180987202925,-0.28336380255941496,False,False,False,False
LONG,1,80-100,3.0,547,10.0,5.0,2.0,60,0.3107861060329067,-0.06764168190127995,False,False,False,False
LONG,1,80-100,3.0,547,15.0,10.0,1.5,60,0.3930530164533821,-0.017367458866544783,False,False,False,False
LONG,1,80-100,3.0,547,20.0,10.0,2.0,60,0.3272394881170018,-0.018281535648994596,False,False,False,False
LONG,1,80-100,3.0,547,30.0,15.0,2.0,60,0.3034734917733089,-0.08957952468007335,False,False,False,False
LONG,1,80-100,3.0,547,5.0,5.0,1.0,120,0.3583180987202925,-0.28336380255941496,False,False,False,False
LONG,1,80-100,3.0,547,10.0,5.0,2.0,120,0.3107861060329067,-0.06764168190127995,False,False,False,False
LONG,1,80-100,3.0,547,15.0,10.0,1.5,120,0.3930530164533821,-0.017367458866544783,False,False,False,False
LONG,1,80-100,3.0,547,20.0,10.0,2.0,120,0.3272394881170018,-0.018281535648994596,False,False,False,False
LONG,1,80-100,3.0,547,30.0,15.0,2.0,120,0.3107861060329067,-0.06764168190127995,False,False,False,False
LONG,1,80-100,3.5,213,5.0,5.0,1.0,10,0.2957746478873239,-0.40845070422535223,False,False,False,False
LONG,1,80-100,3.5,213,10.0,5.0,2.0,10,0.272300469483568,-0.18309859154929597,False,False,False,False
LONG,1,80-100,3.5,213,15.0,10.0,1.5,10,0.3943661971830985,-0.014084507042253724,False,False,False,False
LONG,1,80-100,3.5,213,20.0,10.0,2.0,10,0.3051643192488263,-0.08450704225352113,False,False,False,False
LONG,1,80-100,3.5,213,30.0,15.0,2.0,10,0.272300469483568,-0.18309859154929597,False,False,False,False
LONG,1,80-100,3.5,213,5.0,5.0,1.0,20,0.2957746478873239,-0.40845070422535223,False,False,False,False
LONG,1,80-100,3.5,213,10.0,5.0,2.0,20,0.272300469483568,-0.18309859154929597,False,False,False,False
LONG,1,80-100,3.5,213,15.0,10.0,1.5,20,0.3990610328638497,-0.0023474178403757318,False,False,False,False
LONG,1,80-100,3.5,213,20.0,10.0,2.0,20,0.3051643192488263,-0.08450704225352113,False,False,False,False
LONG,1,80-100,3.5,213,30.0,15.0,2.0,20,0.2816901408450704,-0.15492957746478886,False,False,False,False
LONG,1,80-100,3.5,213,5.0,5.0,1.0,30,0.2957746478873239,-0.40845070422535223,False,False,False,False
LONG,1,80-100,3.5,213,10.0,5.0,2.0,30,0.272300469483568,-0.18309859154929597,False,False,False,False
LONG,1,80-100,3.5,213,15.0,10.0,1.5,30,0.3990610328638497,-0.0023474178403757318,False,False,False,False
LONG,1,80-100,3.5,213,20.0,10.0,2.0,30,0.3051643192488263,-0.08450704225352113,False,False,False,False
LONG,1,80-100,3.5,213,30.0,15.0,2.0,30,0.2910798122065727,-0.12676056338028185,False,False,False,False
LONG,1,80-100,3.5,213,5.0,5.0,1.0,60,0.2957746478873239,-0.40845070422535223,False,False,False,False
LONG,1,80-100,3.5,213,10.0,5.0,2.0,60,0.272300469483568,-0.18309859154929597,False,False,False,False
LONG,1,80-100,3.5,213,15.0,10.0,1.5,60,0.4037558685446009,0.00938967136150215,False,False,False,True
LONG,1,80-100,3.5,213,20.0,10.0,2.0,60,0.3145539906103286,-0.05633802816901412,False,False,False,False
LONG,1,80-100,3.5,213,30.0,15.0,2.0,60,0.3098591549295774,-0.07042253521126784,False,False,False,False
LONG,1,80-100,3.5,213,5.0,5.0,1.0,120,0.2957746478873239,-0.40845070422535223,False,False,False,False
LONG,1,80-100,3.5,213,10.0,5.0,2.0,120,0.272300469483568,-0.18309859154929597,False,False,False,False
LONG,1,80-100,3.5,213,15.0,10.0,1.5,120,0.4037558685446009,0.00938967136150215,False,False,False,True
LONG,1,80-100,3.5,213,20.0,10.0,2.0,120,0.3145539906103286,-0.05633802816901412,False,False,False,False
LONG,1,80-100,3.5,213,30.0,15.0,2.0,120,0.3098591549295774,-0.07042253521126784,False,False,False,False
LONG,1,80-100,4.0,104,5.0,5.0,1.0,10,0.2788461538461538,-0.44230769230769246,False,False,False,False
LONG,1,80-100,4.0,104,10.0,5.0,2.0,10,0.2692307692307692,-0.1923076923076924,False,False,False,False
LONG,1,80-100,4.0,104,15.0,10.0,1.5,10,0.4038461538461538,0.00961538461538447,False,False,False,True
LONG,1,80-100,4.0,104,20.0,10.0,2.0,10,0.3173076923076923,-0.04807692307692313,False,False,False,False
LONG,1,80-100,4.0,104,30.0,15.0,2.0,10,0.2980769230769231,-0.10576923076923073,False,False,False,False
LONG,1,80-100,4.0,104,5.0,5.0,1.0,20,0.2788461538461538,-0.44230769230769246,False,False,False,False
LONG,1,80-100,4.0,104,10.0,5.0,2.0,20,0.2692307692307692,-0.1923076923076924,False,False,False,False
LONG,1,80-100,4.0,104,15.0,10.0,1.5,20,0.4134615384615384,0.03365384615384592,False,False,False,True
LONG,1,80-100,4.0,104,20.0,10.0,2.0,20,0.3173076923076923,-0.04807692307692313,False,False,False,False
LONG,1,80-100,4.0,104,30.0,15.0,2.0,20,0.3076923076923077,-0.07692307692307687,False,False,False,False
LONG,1,80-100,4.0,104,5.0,5.0,1.0,30,0.2788461538461538,-0.44230769230769246,False,False,False,False
LONG,1,80-100,4.0,104,10.0,5.0,2.0,30,0.2692307692307692,-0.1923076923076924,False,False,False,False
LONG,1,80-100,4.0,104,15.0,10.0,1.5,30,0.4134615384615384,0.03365384615384592,False,False,False,True
LONG,1,80-100,4.0,104,20.0,10.0,2.0,30,0.3173076923076923,-0.04807692307692313,False,False,False,False
LONG,1,80-100,4.0,104,30.0,15.0,2.0,30,0.3076923076923077,-0.07692307692307687,False,False,False,False
LONG,1,80-100,4.0,104,5.0,5.0,1.0,60,0.2788461538461538,-0.44230769230769246,False,False,False,False
LONG,1,80-100,4.0,104,10.0,5.0,2.0,60,0.2692307692307692,-0.1923076923076924,False,False,False,False
LONG,1,80-100,4.0,104,15.0,10.0,1.5,60,0.4134615384615384,0.03365384615384592,False,False,False,True
LONG,1,80-100,4.0,104,20.0,10.0,2.0,60,0.3269230769230769,-0.019230769230769273,False,False,False,False
LONG,1,80-100,4.0,104,30.0,15.0,2.0,60,0.3076923076923077,-0.07692307692307687,False,False,False,False
LONG,1,80-100,4.0,104,5.0,5.0,1.0,120,0.2788461538461538,-0.44230769230769246,False,False,False,False
LONG,1,80-100,4.0,104,10.0,5.0,2.0,120,0.2692307692307692,-0.1923076923076924,False,False,False,False
LONG,1,80-100,4.0,104,15.0,10.0,1.5,120,0.4134615384615384,0.03365384615384592,False,False,False,True
LONG,1,80-100,4.0,104,20.0,10.0,2.0,120,0.3269230769230769,-0.019230769230769273,False,False,False,False
LONG,1,80-100,4.0,104,30.0,15.0,2.0,120,0.3076923076923077,-0.07692307692307687,False,False,False,False
LONG,2,0-20,1.5,7797,5.0,5.0,1.0,10,0.3755290496344748,-0.24894190073105044,False,False,False,False
LONG,2,0-20,1.5,7797,10.0,5.0,2.0,10,0.2533025522636911,-0.2400923432089267,False,False,False,False
LONG,2,0-20,1.5,7797,15.0,10.0,1.5,10,0.2666410157752982,-0.3333974605617545,False,False,False,False
LONG,2,0-20,1.5,7797,20.0,10.0,2.0,10,0.1966140823393612,-0.4101577529819164,False,False,False,False
LONG,2,0-20,1.5,7797,30.0,15.0,2.0,10,0.1539053482108503,-0.538283955367449,False,False,False,False
LONG,2,0-20,1.5,7797,5.0,5.0,1.0,20,0.387584968577658,-0.224830062844684,False,False,False,False
LONG,2,0-20,1.5,7797,10.0,5.0,2.0,20,0.2792099525458509,-0.1623701423624473,False,False,False,False
LONG,2,0-20,1.5,7797,15.0,10.0,1.5,20,0.3305117352828011,-0.17372066179299728,False,False,False,False
LONG,2,0-20,1.5,7797,20.0,10.0,2.0,20,0.2458637937668334,-0.2624086186994998,False,False,False,False
LONG,2,0-20,1.5,7797,30.0,15.0,2.0,20,0.1904578684109272,-0.4286263947672183,False,False,False,False
LONG,2,0-20,1.5,7797,5.0,5.0,1.0,30,0.3901500577145055,-0.219699884570989,False,False,False,False
LONG,2,0-20,1.5,7797,10.0,5.0,2.0,30,0.2881877645248172,-0.1354367064255484,False,False,False,False
LONG,2,0-20,1.5,7797,15.0,10.0,1.5,30,0.3592407336154931,-0.10189816596126733,False,False,False,False
LONG,2,0-20,1.5,7797,20.0,10.0,2.0,30,0.2798512248300628,-0.16044632550981153,False,False,False,False
LONG,2,0-20,1.5,7797,30.0,15.0,2.0,30,0.2157239964088752,-0.3528280107733744,False,False,False,False
LONG,2,0-20,1.5,7797,5.0,5.0,1.0,60,0.3918173656534565,-0.21636526869308703,False,False,False,False
LONG,2,0-20,1.5,7797,10.0,5.0,2.0,60,0.2942157239964089,-0.11735282801077329,False,False,False,False
LONG,2,0-20,1.5,7797,15.0,10.0,1.5,60,0.3878414774913428,-0.030396306271643025,False,False,False,False
LONG,2,0-20,1.5,7797,20.0,10.0,2.0,60,0.3217904322175196,-0.03462870334744128,False,False,False,False
LONG,2,0-20,1.5,7797,30.0,15.0,2.0,60,0.2735667564447864,-0.17929973066564087,False,False,False,False
LONG,2,0-20,1.5,7797,5.0,5.0,1.0,120,0.392715146851353,-0.214569706297294,False,False,False,False
LONG,2,0-20,1.5,7797,10.0,5.0,2.0,120,0.2975503398743106,-0.10734898037706808,False,False,False,False
LONG,2,0-20,1.5,7797,15.0,10.0,1.5,120,0.3977170706682057,-0.005707323329485647,False,False,False,False
